Depth,Total Be Prod,Spallation Be Prod,Muon Be Prod
g/cm2,at/g/yr,at/g/yr,at/g/yr
14440,0.002491739,2.56E-39,0.002491739
14445,0.002490614,2.48E-39,0.002490614
14450,0.00248949,2.40E-39,0.00248949
14455,0.002488367,2.33E-39,0.002488367
14460,0.002487245,2.26E-39,0.002487245
14465,0.002486123,2.19E-39,0.002486123
14470,0.002485003,2.12E-39,0.002485003
14475,0.002483883,2.06E-39,0.002483883
14480,0.002482764,1.99E-39,0.002482764
14485,0.002481645,1.93E-39,0.002481645
14490,0.002480528,1.87E-39,0.002480528
14495,0.002479411,1.81E-39,0.002479411
14500,0.002478295,1.76E-39,0.002478295
14505,0.00247718,1.70E-39,0.00247718
14510,0.002476066,1.65E-39,0.002476066
14515,0.002474952,1.60E-39,0.002474952
14520,0.002473839,1.55E-39,0.002473839
14525,0.002472727,1.50E-39,0.002472727
14530,0.002471616,1.46E-39,0.002471616
14535,0.002470506,1.41E-39,0.002470506
14540,0.002469396,1.37E-39,0.002469396
14545,0.002468287,1.33E-39,0.002468287
14550,0.002467179,1.29E-39,0.002467179
14555,0.002466072,1.25E-39,0.002466072
14560,0.002464966,1.21E-39,0.002464966
14565,0.00246386,1.17E-39,0.00246386
14570,0.002462755,1.14E-39,0.002462755
14575,0.002461651,1.10E-39,0.002461651
14580,0.002460548,1.07E-39,0.002460548
14585,0.002459445,1.03E-39,0.002459445
14590,0.002458344,1.00E-39,0.002458344
14595,0.002457243,9.71E-40,0.002457243
14600,0.002456143,9.41E-40,0.002456143
14605,0.002455043,9.12E-40,0.002455043
14610,0.002453945,8.84E-40,0.002453945
14615,0.002452847,8.57E-40,0.002452847
14620,0.00245175,8.31E-40,0.00245175
14625,0.002450653,8.05E-40,0.002450653
14630,0.002449558,7.80E-40,0.002449558
14635,0.002448463,7.56E-40,0.002448463
14640,0.002447369,7.33E-40,0.002447369
14645,0.002446276,7.10E-40,0.002446276
14650,0.002445184,6.89E-40,0.002445184
14655,0.002444092,6.67E-40,0.002444092
14660,0.002443001,6.47E-40,0.002443001
14665,0.002441911,6.27E-40,0.002441911
14670,0.002440822,6.08E-40,0.002440822
14675,0.002439733,5.89E-40,0.002439733
14680,0.002438645,5.71E-40,0.002438645
14685,0.002437558,5.53E-40,0.002437558
14690,0.002436472,5.36E-40,0.002436472
14695,0.002435387,5.20E-40,0.002435387
14700,0.002434302,5.04E-40,0.002434302
14705,0.002433218,4.88E-40,0.002433218
14710,0.002432135,4.73E-40,0.002432135
14715,0.002431052,4.59E-40,0.002431052
14720,0.002429971,4.45E-40,0.002429971
14725,0.00242889,4.31E-40,0.00242889
14730,0.00242781,4.18E-40,0.00242781
14735,0.00242673,4.05E-40,0.00242673
14740,0.002425652,3.92E-40,0.002425652
14745,0.002424574,3.80E-40,0.002424574
14750,0.002423497,3.69E-40,0.002423497
14755,0.00242242,3.57E-40,0.00242242
14760,0.002421345,3.46E-40,0.002421345
14765,0.00242027,3.36E-40,0.00242027
14770,0.002419196,3.25E-40,0.002419196
14775,0.002418123,3.15E-40,0.002418123
14780,0.00241705,3.06E-40,0.00241705
14785,0.002415978,2.96E-40,0.002415978
14790,0.002414907,2.87E-40,0.002414907
14795,0.002413837,2.78E-40,0.002413837
14800,0.002412767,2.70E-40,0.002412767
14805,0.002411698,2.61E-40,0.002411698
14810,0.00241063,2.53E-40,0.00241063
14815,0.002409563,2.46E-40,0.002409563
14820,0.002408496,2.38E-40,0.002408496
14825,0.00240743,2.31E-40,0.00240743
14830,0.002406365,2.24E-40,0.002406365
14835,0.002405301,2.17E-40,0.002405301
14840,0.002404237,2.10E-40,0.002404237
14845,0.002403175,2.04E-40,0.002403175
14850,0.002402112,1.97E-40,0.002402112
14855,0.002401051,1.91E-40,0.002401051
14860,0.00239999,1.85E-40,0.00239999
14865,0.002398931,1.80E-40,0.002398931
14870,0.002397871,1.74E-40,0.002397871
14875,0.002396813,1.69E-40,0.002396813
14880,0.002395755,1.64E-40,0.002395755
14885,0.002394698,1.59E-40,0.002394698
14890,0.002393642,1.54E-40,0.002393642
14895,0.002392587,1.49E-40,0.002392587
14900,0.002391532,1.44E-40,0.002391532
14905,0.002390478,1.40E-40,0.002390478
14910,0.002389425,1.36E-40,0.002389425
14915,0.002388372,1.31E-40,0.002388372
14920,0.00238732,1.27E-40,0.00238732
14925,0.002386269,1.23E-40,0.002386269
14930,0.002385219,1.20E-40,0.002385219
14935,0.002384169,1.16E-40,0.002384169
14940,0.00238312,1.12E-40,0.00238312
14945,0.002382072,1.09E-40,0.002382072
14950,0.002381025,1.06E-40,0.002381025
14955,0.002379978,1.02E-40,0.002379978
14960,0.002378932,9.92E-41,0.002378932
14965,0.002377887,9.61E-41,0.002377887
14970,0.002376842,9.32E-41,0.002376842
14975,0.002375798,9.03E-41,0.002375798
14980,0.002374755,8.75E-41,0.002374755
14985,0.002373713,8.48E-41,0.002373713
14990,0.002372671,8.22E-41,0.002372671
14995,0.00237163,7.97E-41,0.00237163
15000,0.00237059,7.73E-41,0.00237059
15005,0.00236955,7.49E-41,0.00236955
15010,0.002368512,7.26E-41,0.002368512
15015,0.002367474,7.03E-41,0.002367474
15020,0.002366436,6.82E-41,0.002366436
15025,0.0023654,6.61E-41,0.0023654
15030,0.002364364,6.40E-41,0.002364364
15035,0.002363328,6.21E-41,0.002363328
15040,0.002362294,6.02E-41,0.002362294
15045,0.00236126,5.83E-41,0.00236126
15050,0.002360227,5.65E-41,0.002360227
15055,0.002359195,5.48E-41,0.002359195
15060,0.002358163,5.31E-41,0.002358163
15065,0.002357132,5.15E-41,0.002357132
15070,0.002356102,4.99E-41,0.002356102
15075,0.002355073,4.83E-41,0.002355073
15080,0.002354044,4.69E-41,0.002354044
15085,0.002353016,4.54E-41,0.002353016
15090,0.002351988,4.40E-41,0.002351988
15095,0.002350962,4.27E-41,0.002350962
15100,0.002349936,4.14E-41,0.002349936
15105,0.00234891,4.01E-41,0.00234891
15110,0.002347886,3.88E-41,0.002347886
15115,0.002346862,3.77E-41,0.002346862
15120,0.002345839,3.65E-41,0.002345839
15125,0.002344816,3.54E-41,0.002344816
15130,0.002343795,3.43E-41,0.002343795
15135,0.002342773,3.32E-41,0.002342773
15140,0.002341753,3.22E-41,0.002341753
15145,0.002340733,3.12E-41,0.002340733
15150,0.002339714,3.03E-41,0.002339714
15155,0.002338696,2.93E-41,0.002338696
15160,0.002337679,2.84E-41,0.002337679
15165,0.002336662,2.75E-41,0.002336662
15170,0.002335646,2.67E-41,0.002335646
15175,0.00233463,2.59E-41,0.00233463
15180,0.002333615,2.51E-41,0.002333615
15185,0.002332601,2.43E-41,0.002332601
15190,0.002331588,2.36E-41,0.002331588
15195,0.002330575,2.28E-41,0.002330575
15200,0.002329563,2.21E-41,0.002329563
15205,0.002328552,2.15E-41,0.002328552
15210,0.002327541,2.08E-41,0.002327541
15215,0.002326531,2.02E-41,0.002326531
15220,0.002325522,1.95E-41,0.002325522
15225,0.002324513,1.89E-41,0.002324513
15230,0.002323506,1.83E-41,0.002323506
15235,0.002322498,1.78E-41,0.002322498
15240,0.002321492,1.72E-41,0.002321492
15245,0.002320486,1.67E-41,0.002320486
15250,0.002319481,1.62E-41,0.002319481
15255,0.002318476,1.57E-41,0.002318476
15260,0.002317473,1.52E-41,0.002317473
15265,0.00231647,1.47E-41,0.00231647
15270,0.002315467,1.43E-41,0.002315467
15275,0.002314465,1.39E-41,0.002314465
15280,0.002313464,1.34E-41,0.002313464
15285,0.002312464,1.30E-41,0.002312464
15290,0.002311464,1.26E-41,0.002311464
15295,0.002310465,1.22E-41,0.002310465
15300,0.002309467,1.18E-41,0.002309467
15305,0.002308469,1.15E-41,0.002308469
15310,0.002307472,1.11E-41,0.002307472
15315,0.002306476,1.08E-41,0.002306476
15320,0.00230548,1.05E-41,0.00230548
15325,0.002304486,1.01E-41,0.002304486
15330,0.002303491,9.82E-42,0.002303491
15335,0.002302498,9.52E-42,0.002302498
15340,0.002301505,9.23E-42,0.002301505
15345,0.002300512,8.94E-42,0.002300512
15350,0.002299521,8.67E-42,0.002299521
15355,0.00229853,8.40E-42,0.00229853
15360,0.00229754,8.14E-42,0.00229754
15365,0.00229655,7.89E-42,0.00229655
15370,0.002295561,7.65E-42,0.002295561
15375,0.002294573,7.41E-42,0.002294573
15380,0.002293585,7.19E-42,0.002293585
15385,0.002292599,6.96E-42,0.002292599
15390,0.002291612,6.75E-42,0.002291612
15395,0.002290627,6.54E-42,0.002290627
15400,0.002289642,6.34E-42,0.002289642
15405,0.002288658,6.15E-42,0.002288658
15410,0.002287674,5.96E-42,0.002287674
15415,0.002286691,5.77E-42,0.002286691
15420,0.002285709,5.60E-42,0.002285709
15425,0.002284727,5.42E-42,0.002284727
15430,0.002283746,5.26E-42,0.002283746
15435,0.002282766,5.10E-42,0.002282766
15440,0.002281786,4.94E-42,0.002281786
15445,0.002280807,4.79E-42,0.002280807
15450,0.002279829,4.64E-42,0.002279829
15455,0.002278851,4.50E-42,0.002278851
15460,0.002277874,4.36E-42,0.002277874
15465,0.002276898,4.22E-42,0.002276898
15470,0.002275922,4.09E-42,0.002275922
15475,0.002274947,3.97E-42,0.002274947
15480,0.002273973,3.85E-42,0.002273973
15485,0.002272999,3.73E-42,0.002272999
15490,0.002272026,3.61E-42,0.002272026
15495,0.002271054,3.50E-42,0.002271054
15500,0.002270082,3.39E-42,0.002270082
15505,0.002269111,3.29E-42,0.002269111
15510,0.002268141,3.19E-42,0.002268141
15515,0.002267171,3.09E-42,0.002267171
15520,0.002266202,3.00E-42,0.002266202
15525,0.002265233,2.90E-42,0.002265233
15530,0.002264265,2.81E-42,0.002264265
15535,0.002263298,2.73E-42,0.002263298
15540,0.002262332,2.64E-42,0.002262332
15545,0.002261366,2.56E-42,0.002261366
15550,0.0022604,2.48E-42,0.0022604
15555,0.002259436,2.41E-42,0.002259436
15560,0.002258472,2.33E-42,0.002258472
15565,0.002257508,2.26E-42,0.002257508
15570,0.002256546,2.19E-42,0.002256546
15575,0.002255584,2.12E-42,0.002255584
15580,0.002254622,2.06E-42,0.002254622
15585,0.002253662,2.00E-42,0.002253662
15590,0.002252701,1.93E-42,0.002252701
15595,0.002251742,1.87E-42,0.002251742
15600,0.002250783,1.82E-42,0.002250783
15605,0.002249825,1.76E-42,0.002249825
15610,0.002248867,1.71E-42,0.002248867
15615,0.00224791,1.65E-42,0.00224791
15620,0.002246954,1.60E-42,0.002246954
15625,0.002245998,1.55E-42,0.002245998
15630,0.002245043,1.51E-42,0.002245043
15635,0.002244089,1.46E-42,0.002244089
15640,0.002243135,1.41E-42,0.002243135
15645,0.002242182,1.37E-42,0.002242182
15650,0.00224123,1.33E-42,0.00224123
15655,0.002240278,1.29E-42,0.002240278
15660,0.002239327,1.25E-42,0.002239327
15665,0.002238376,1.21E-42,0.002238376
15670,0.002237426,1.17E-42,0.002237426
15675,0.002236477,1.14E-42,0.002236477
15680,0.002235528,1.10E-42,0.002235528
15685,0.00223458,1.07E-42,0.00223458
15690,0.002233632,1.04E-42,0.002233632
15695,0.002232686,1.00E-42,0.002232686
15700,0.002231739,9.72E-43,0.002231739
15705,0.002230794,9.43E-43,0.002230794
15710,0.002229849,9.14E-43,0.002229849
15715,0.002228905,8.85E-43,0.002228905
15720,0.002227961,8.58E-43,0.002227961
15725,0.002227018,8.32E-43,0.002227018
15730,0.002226075,8.06E-43,0.002226075
15735,0.002225134,7.81E-43,0.002225134
15740,0.002224192,7.57E-43,0.002224192
15745,0.002223252,7.34E-43,0.002223252
15750,0.002222312,7.11E-43,0.002222312
15755,0.002221373,6.90E-43,0.002221373
15760,0.002220434,6.68E-43,0.002220434
15765,0.002219496,6.48E-43,0.002219496
15770,0.002218558,6.28E-43,0.002218558
15775,0.002217621,6.09E-43,0.002217621
15780,0.002216685,5.90E-43,0.002216685
15785,0.00221575,5.72E-43,0.00221575
15790,0.002214815,5.54E-43,0.002214815
15795,0.00221388,5.37E-43,0.00221388
15800,0.002212946,5.21E-43,0.002212946
15805,0.002212013,5.05E-43,0.002212013
15810,0.002211081,4.89E-43,0.002211081
15815,0.002210149,4.74E-43,0.002210149
15820,0.002209217,4.59E-43,0.002209217
15825,0.002208287,4.45E-43,0.002208287
15830,0.002207357,4.32E-43,0.002207357
15835,0.002206427,4.18E-43,0.002206427
15840,0.002205498,4.05E-43,0.002205498
15845,0.00220457,3.93E-43,0.00220457
15850,0.002203642,3.81E-43,0.002203642
15855,0.002202715,3.69E-43,0.002202715
15860,0.002201789,3.58E-43,0.002201789
15865,0.002200863,3.47E-43,0.002200863
15870,0.002199938,3.36E-43,0.002199938
15875,0.002199013,3.26E-43,0.002199013
15880,0.002198089,3.16E-43,0.002198089
15885,0.002197166,3.06E-43,0.002197166
15890,0.002196243,2.97E-43,0.002196243
15895,0.002195321,2.87E-43,0.002195321
15900,0.002194399,2.79E-43,0.002194399
15905,0.002193478,2.70E-43,0.002193478
15910,0.002192558,2.62E-43,0.002192558
15915,0.002191638,2.54E-43,0.002191638
15920,0.002190719,2.46E-43,0.002190719
15925,0.0021898,2.38E-43,0.0021898
15930,0.002188882,2.31E-43,0.002188882
15935,0.002187965,2.24E-43,0.002187965
15940,0.002187048,2.17E-43,0.002187048
15945,0.002186132,2.10E-43,0.002186132
15950,0.002185216,2.04E-43,0.002185216
15955,0.002184301,1.98E-43,0.002184301
15960,0.002183387,1.91E-43,0.002183387
15965,0.002182473,1.86E-43,0.002182473
15970,0.00218156,1.80E-43,0.00218156
15975,0.002180647,1.74E-43,0.002180647
15980,0.002179735,1.69E-43,0.002179735
15985,0.002178824,1.64E-43,0.002178824
15990,0.002177913,1.59E-43,0.002177913
15995,0.002177003,1.54E-43,0.002177003
16000,0.002176093,1.49E-43,0.002176093
16005,0.002175184,1.45E-43,0.002175184
16010,0.002174276,1.40E-43,0.002174276
16015,0.002173368,1.36E-43,0.002173368
16020,0.002172461,1.32E-43,0.002172461
16025,0.002171554,1.28E-43,0.002171554
16030,0.002170648,1.24E-43,0.002170648
16035,0.002169742,1.20E-43,0.002169742
16040,0.002168837,1.16E-43,0.002168837
16045,0.002167933,1.13E-43,0.002167933
16050,0.002167029,1.09E-43,0.002167029
16055,0.002166126,1.06E-43,0.002166126
16060,0.002165223,1.02E-43,0.002165223
16065,0.002164322,9.93E-44,0.002164322
16070,0.00216342,9.63E-44,0.00216342
16075,0.002162519,9.33E-44,0.002162519
16080,0.002161619,9.05E-44,0.002161619
16085,0.002160719,8.77E-44,0.002160719
16090,0.00215982,8.50E-44,0.00215982
16095,0.002158922,8.24E-44,0.002158922
16100,0.002158024,7.98E-44,0.002158024
16105,0.002157127,7.74E-44,0.002157127
16110,0.00215623,7.50E-44,0.00215623
16115,0.002155334,7.27E-44,0.002155334
16120,0.002154438,7.04E-44,0.002154438
16125,0.002153543,6.83E-44,0.002153543
16130,0.002152649,6.62E-44,0.002152649
16135,0.002151755,6.41E-44,0.002151755
16140,0.002150861,6.22E-44,0.002150861
16145,0.002149969,6.03E-44,0.002149969
16150,0.002149077,5.84E-44,0.002149077
16155,0.002148185,5.66E-44,0.002148185
16160,0.002147294,5.49E-44,0.002147294
16165,0.002146404,5.32E-44,0.002146404
16170,0.002145514,5.15E-44,0.002145514
16175,0.002144625,5.00E-44,0.002144625
16180,0.002143736,4.84E-44,0.002143736
16185,0.002142848,4.69E-44,0.002142848
16190,0.00214196,4.55E-44,0.00214196
16195,0.002141073,4.41E-44,0.002141073
16200,0.002140187,4.27E-44,0.002140187
16205,0.002139301,4.14E-44,0.002139301
16210,0.002138416,4.01E-44,0.002138416
16215,0.002137531,3.89E-44,0.002137531
16220,0.002136647,3.77E-44,0.002136647
16225,0.002135763,3.65E-44,0.002135763
16230,0.00213488,3.54E-44,0.00213488
16235,0.002133998,3.43E-44,0.002133998
16240,0.002133116,3.33E-44,0.002133116
16245,0.002132235,3.23E-44,0.002132235
16250,0.002131354,3.13E-44,0.002131354
16255,0.002130474,3.03E-44,0.002130474
16260,0.002129594,2.94E-44,0.002129594
16265,0.002128715,2.85E-44,0.002128715
16270,0.002127837,2.76E-44,0.002127837
16275,0.002126959,2.67E-44,0.002126959
16280,0.002126082,2.59E-44,0.002126082
16285,0.002125205,2.51E-44,0.002125205
16290,0.002124329,2.43E-44,0.002124329
16295,0.002123453,2.36E-44,0.002123453
16300,0.002122578,2.29E-44,0.002122578
16305,0.002121703,2.22E-44,0.002121703
16310,0.002120829,2.15E-44,0.002120829
16315,0.002119956,2.08E-44,0.002119956
16320,0.002119083,2.02E-44,0.002119083
16325,0.002118211,1.96E-44,0.002118211
16330,0.002117339,1.90E-44,0.002117339
16335,0.002116468,1.84E-44,0.002116468
16340,0.002115597,1.78E-44,0.002115597
16345,0.002114727,1.73E-44,0.002114727
16350,0.002113858,1.67E-44,0.002113858
16355,0.002112989,1.62E-44,0.002112989
16360,0.00211212,1.57E-44,0.00211212
16365,0.002111252,1.52E-44,0.002111252
16370,0.002110385,1.48E-44,0.002110385
16375,0.002109518,1.43E-44,0.002109518
16380,0.002108652,1.39E-44,0.002108652
16385,0.002107786,1.34E-44,0.002107786
16390,0.002106921,1.30E-44,0.002106921
16395,0.002106057,1.26E-44,0.002106057
16400,0.002105193,1.22E-44,0.002105193
16405,0.002104329,1.19E-44,0.002104329
16410,0.002103466,1.15E-44,0.002103466
16415,0.002102604,1.11E-44,0.002102604
16420,0.002101742,1.08E-44,0.002101742
16425,0.002100881,1.05E-44,0.002100881
16430,0.00210002,1.01E-44,0.00210002
16435,0.00209916,9.84E-45,0.00209916
16440,0.0020983,9.53E-45,0.0020983
16445,0.002097441,9.24E-45,0.002097441
16450,0.002096583,8.96E-45,0.002096583
16455,0.002095725,8.68E-45,0.002095725
16460,0.002094867,8.41E-45,0.002094867
16465,0.00209401,8.15E-45,0.00209401
16470,0.002093154,7.90E-45,0.002093154
16475,0.002092298,7.66E-45,0.002092298
16480,0.002091443,7.43E-45,0.002091443
16485,0.002090588,7.20E-45,0.002090588
16490,0.002089734,6.98E-45,0.002089734
16495,0.00208888,6.76E-45,0.00208888
16500,0.002088027,6.55E-45,0.002088027
16505,0.002087175,6.35E-45,0.002087175
16510,0.002086323,6.16E-45,0.002086323
16515,0.002085471,5.97E-45,0.002085471
16520,0.00208462,5.78E-45,0.00208462
16525,0.00208377,5.60E-45,0.00208377
16530,0.00208292,5.43E-45,0.00208292
16535,0.00208207,5.27E-45,0.00208207
16540,0.002081222,5.10E-45,0.002081222
16545,0.002080373,4.95E-45,0.002080373
16550,0.002079526,4.79E-45,0.002079526
16555,0.002078678,4.65E-45,0.002078678
16560,0.002077832,4.50E-45,0.002077832
16565,0.002076986,4.36E-45,0.002076986
16570,0.00207614,4.23E-45,0.00207614
16575,0.002075295,4.10E-45,0.002075295
16580,0.00207445,3.97E-45,0.00207445
16585,0.002073606,3.85E-45,0.002073606
16590,0.002072763,3.73E-45,0.002072763
16595,0.00207192,3.62E-45,0.00207192
16600,0.002071077,3.51E-45,0.002071077
16605,0.002070236,3.40E-45,0.002070236
16610,0.002069394,3.29E-45,0.002069394
16615,0.002068553,3.19E-45,0.002068553
16620,0.002067713,3.10E-45,0.002067713
16625,0.002066873,3.00E-45,0.002066873
16630,0.002066034,2.91E-45,0.002066034
16635,0.002065195,2.82E-45,0.002065195
16640,0.002064357,2.73E-45,0.002064357
16645,0.002063519,2.65E-45,0.002063519
16650,0.002062682,2.57E-45,0.002062682
16655,0.002061846,2.49E-45,0.002061846
16660,0.00206101,2.41E-45,0.00206101
16665,0.002060174,2.34E-45,0.002060174
16670,0.002059339,2.26E-45,0.002059339
16675,0.002058504,2.19E-45,0.002058504
16680,0.00205767,2.13E-45,0.00205767
16685,0.002056837,2.06E-45,0.002056837
16690,0.002056004,2.00E-45,0.002056004
16695,0.002055171,1.94E-45,0.002055171
16700,0.00205434,1.88E-45,0.00205434
16705,0.002053508,1.82E-45,0.002053508
16710,0.002052677,1.76E-45,0.002052677
16715,0.002051847,1.71E-45,0.002051847
16720,0.002051017,1.66E-45,0.002051017
16725,0.002050188,1.61E-45,0.002050188
16730,0.002049359,1.56E-45,0.002049359
16735,0.002048531,1.51E-45,0.002048531
16740,0.002047703,1.46E-45,0.002047703
16745,0.002046876,1.42E-45,0.002046876
16750,0.002046049,1.37E-45,0.002046049
16755,0.002045223,1.33E-45,0.002045223
16760,0.002044397,1.29E-45,0.002044397
16765,0.002043572,1.25E-45,0.002043572
16770,0.002042747,1.21E-45,0.002042747
16775,0.002041923,1.17E-45,0.002041923
16780,0.002041099,1.14E-45,0.002041099
16785,0.002040276,1.10E-45,0.002040276
16790,0.002039453,1.07E-45,0.002039453
16795,0.002038631,1.04E-45,0.002038631
16800,0.00203781,1.00E-45,0.00203781
16805,0.002036989,9.74E-46,0.002036989
16810,0.002036168,9.44E-46,0.002036168
16815,0.002035348,9.15E-46,0.002035348
16820,0.002034528,8.87E-46,0.002034528
16825,0.002033709,8.60E-46,0.002033709
16830,0.002032891,8.33E-46,0.002032891
16835,0.002032073,8.07E-46,0.002032073
16840,0.002031255,7.83E-46,0.002031255
16845,0.002030438,7.59E-46,0.002030438
16850,0.002029622,7.35E-46,0.002029622
16855,0.002028806,7.13E-46,0.002028806
16860,0.00202799,6.91E-46,0.00202799
16865,0.002027175,6.69E-46,0.002027175
16870,0.00202636,6.49E-46,0.00202636
16875,0.002025546,6.29E-46,0.002025546
16880,0.002024733,6.09E-46,0.002024733
16885,0.00202392,5.91E-46,0.00202392
16890,0.002023108,5.73E-46,0.002023108
16895,0.002022296,5.55E-46,0.002022296
16900,0.002021484,5.38E-46,0.002021484
16905,0.002020673,5.21E-46,0.002020673
16910,0.002019863,5.05E-46,0.002019863
16915,0.002019053,4.90E-46,0.002019053
16920,0.002018243,4.75E-46,0.002018243
16925,0.002017434,4.60E-46,0.002017434
16930,0.002016626,4.46E-46,0.002016626
16935,0.002015818,4.32E-46,0.002015818
16940,0.00201501,4.19E-46,0.00201501
16945,0.002014203,4.06E-46,0.002014203
16950,0.002013397,3.94E-46,0.002013397
16955,0.002012591,3.81E-46,0.002012591
16960,0.002011785,3.70E-46,0.002011785
16965,0.00201098,3.58E-46,0.00201098
16970,0.002010176,3.47E-46,0.002010176
16975,0.002009372,3.37E-46,0.002009372
16980,0.002008568,3.26E-46,0.002008568
16985,0.002007765,3.16E-46,0.002007765
16990,0.002006963,3.06E-46,0.002006963
16995,0.002006161,2.97E-46,0.002006161
17000,0.002005359,2.88E-46,0.002005359
17005,0.002004558,2.79E-46,0.002004558
17010,0.002003758,2.70E-46,0.002003758
17015,0.002002958,2.62E-46,0.002002958
17020,0.002002158,2.54E-46,0.002002158
17025,0.002001359,2.46E-46,0.002001359
17030,0.00200056,2.39E-46,0.00200056
17035,0.001999762,2.31E-46,0.001999762
17040,0.001998965,2.24E-46,0.001998965
17045,0.001998168,2.17E-46,0.001998168
17050,0.001997371,2.11E-46,0.001997371
17055,0.001996575,2.04E-46,0.001996575
17060,0.001995779,1.98E-46,0.001995779
17065,0.001994984,1.92E-46,0.001994984
17070,0.001994189,1.86E-46,0.001994189
17075,0.001993395,1.80E-46,0.001993395
17080,0.001992601,1.75E-46,0.001992601
17085,0.001991808,1.69E-46,0.001991808
17090,0.001991015,1.64E-46,0.001991015
17095,0.001990223,1.59E-46,0.001990223
17100,0.001989432,1.54E-46,0.001989432
17105,0.00198864,1.49E-46,0.00198864
17110,0.001987849,1.45E-46,0.001987849
17115,0.001987059,1.40E-46,0.001987059
17120,0.001986269,1.36E-46,0.001986269
17125,0.00198548,1.32E-46,0.00198548
17130,0.001984691,1.28E-46,0.001984691
17135,0.001983903,1.24E-46,0.001983903
17140,0.001983115,1.20E-46,0.001983115
17145,0.001982327,1.16E-46,0.001982327
17150,0.001981541,1.13E-46,0.001981541
17155,0.001980754,1.09E-46,0.001980754
17160,0.001979968,1.06E-46,0.001979968
17165,0.001979183,1.03E-46,0.001979183
17170,0.001978398,9.95E-47,0.001978398
17175,0.001977613,9.64E-47,0.001977613
17180,0.001976829,9.35E-47,0.001976829
17185,0.001976045,9.06E-47,0.001976045
17190,0.001975262,8.78E-47,0.001975262
17195,0.00197448,8.51E-47,0.00197448
17200,0.001973698,8.25E-47,0.001973698
17205,0.001972916,7.99E-47,0.001972916
17210,0.001972135,7.75E-47,0.001972135
17215,0.001971354,7.51E-47,0.001971354
17220,0.001970574,7.28E-47,0.001970574
17225,0.001969794,7.06E-47,0.001969794
17230,0.001969015,6.84E-47,0.001969015
17235,0.001968236,6.63E-47,0.001968236
17240,0.001967457,6.42E-47,0.001967457
17245,0.00196668,6.23E-47,0.00196668
17250,0.001965902,6.03E-47,0.001965902
17255,0.001965125,5.85E-47,0.001965125
17260,0.001964349,5.67E-47,0.001964349
17265,0.001963573,5.49E-47,0.001963573
17270,0.001962797,5.33E-47,0.001962797
17275,0.001962022,5.16E-47,0.001962022
17280,0.001961248,5.00E-47,0.001961248
17285,0.001960473,4.85E-47,0.001960473
17290,0.0019597,4.70E-47,0.0019597
17295,0.001958927,4.56E-47,0.001958927
17300,0.001958154,4.42E-47,0.001958154
17305,0.001957382,4.28E-47,0.001957382
17310,0.00195661,4.15E-47,0.00195661
17315,0.001955839,4.02E-47,0.001955839
17320,0.001955068,3.90E-47,0.001955068
17325,0.001954297,3.78E-47,0.001954297
17330,0.001953527,3.66E-47,0.001953527
17335,0.001952758,3.55E-47,0.001952758
17340,0.001951989,3.44E-47,0.001951989
17345,0.00195122,3.33E-47,0.00195122
17350,0.001950452,3.23E-47,0.001950452
17355,0.001949685,3.13E-47,0.001949685
17360,0.001948918,3.03E-47,0.001948918
17365,0.001948151,2.94E-47,0.001948151
17370,0.001947385,2.85E-47,0.001947385
17375,0.001946619,2.76E-47,0.001946619
17380,0.001945854,2.68E-47,0.001945854
17385,0.001945089,2.60E-47,0.001945089
17390,0.001944325,2.52E-47,0.001944325
17395,0.001943561,2.44E-47,0.001943561
17400,0.001942797,2.36E-47,0.001942797
17405,0.001942034,2.29E-47,0.001942034
17410,0.001941272,2.22E-47,0.001941272
17415,0.00194051,2.15E-47,0.00194051
17420,0.001939748,2.09E-47,0.001939748
17425,0.001938987,2.02E-47,0.001938987
17430,0.001938226,1.96E-47,0.001938226
17435,0.001937466,1.90E-47,0.001937466
17440,0.001936706,1.84E-47,0.001936706
17445,0.001935947,1.78E-47,0.001935947
17450,0.001935188,1.73E-47,0.001935188
17455,0.00193443,1.68E-47,0.00193443
17460,0.001933672,1.62E-47,0.001933672
17465,0.001932914,1.57E-47,0.001932914
17470,0.001932157,1.53E-47,0.001932157
17475,0.001931401,1.48E-47,0.001931401
17480,0.001930645,1.43E-47,0.001930645
17485,0.001929889,1.39E-47,0.001929889
17490,0.001929134,1.35E-47,0.001929134
17495,0.001928379,1.31E-47,0.001928379
17500,0.001927625,1.26E-47,0.001927625
17505,0.001926871,1.23E-47,0.001926871
17510,0.001926117,1.19E-47,0.001926117
17515,0.001925364,1.15E-47,0.001925364
17520,0.001924612,1.12E-47,0.001924612
17525,0.00192386,1.08E-47,0.00192386
17530,0.001923108,1.05E-47,0.001923108
17535,0.001922357,1.02E-47,0.001922357
17540,0.001921606,9.85E-48,0.001921606
17545,0.001920856,9.55E-48,0.001920856
17550,0.001920106,9.25E-48,0.001920106
17555,0.001919357,8.97E-48,0.001919357
17560,0.001918608,8.69E-48,0.001918608
17565,0.001917859,8.43E-48,0.001917859
17570,0.001917111,8.17E-48,0.001917111
17575,0.001916364,7.92E-48,0.001916364
17580,0.001915617,7.67E-48,0.001915617
17585,0.00191487,7.44E-48,0.00191487
17590,0.001914124,7.21E-48,0.001914124
17595,0.001913378,6.99E-48,0.001913378
17600,0.001912632,6.77E-48,0.001912632
